"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","pVal"
"1","0",1,1,1,1,1,1,1,2,2,2,2,2,2,"pVal"
"2","sp|Q15149|PLEC_HUMAN",34929973.2238444,35249196.2901862,37531524.1491051,38402755.5622929,38223884.1019023,36924371.4077276,30071571.7476087,43314530.0639528,43485366.3017667,37619086.6122084,37268115.6432523,27139277.8654026,28077124.5499306,"0.695371147014189"
"3","sp|P35579|MYH9_HUMAN",60309803.9557763,57483304.7193805,57183857.6602507,61232740.1682228,58899072.0725883,58725463.0367582,52853065.4957971,69369000.7096322,69196295.8071839,74805769.9300237,77868439.2734307,53875497.1486458,54553652.9259934,"0.796922819029955"
"4","sp|Q09666|AHNK_HUMAN",41863638.3207124,42027887.8844527,69448095.8664543,71967368.6915409,58293944.6197878,58038041.2286356,44196097.8714855,24903800.0177945,22486729.3423585,24041623.1682619,25166939.2696786,20757516.9812114,20540984.2313032,"0.413706614859194"
"5","sp|P35749|MYH11_HUMAN",47096593.1108014,40672149.5655994,41373333.7076749,44601625.5546315,53856343.2992503,52636869.879101,44879542.6839312,6955920.43123948,6839101.06459041,18766302.9766649,19554799.5022241,21160575.5633709,20874441.7675256,"0.449865836207472"
"6","sp|P21333|FLNA_HUMAN",149139211.517538,150486953.392718,172881430.135642,182942260.749505,183555327.349505,180693732.420794,156964491.925018,76026452.1995377,77132788.5162516,113289663.131018,120134866.897072,59182435.1470785,61556261.186665,"0.0952490752625107"
"7","sp|P35580|MYH10_HUMAN",25903126.2109408,25894601.8900983,43294238.4869598,40821826.7788152,33080300.7530975,34665699.7524676,24831828.1855254,11917660.0745221,12318098.0588655,15047634.6448834,16047212.1475651,8061171.6431889,8136363.88382787,"0.294075694108732"
"8","sp|Q9Y490|TLN1_HUMAN",46965769.2410492,43925921.5308474,64276429.152995,63349427.4826799,67068292.6853959,65697884.2334302,50574916.1209783,31890014.5442385,32242001.6305875,44710500.6402569,44634049.0880363,29960687.9405187,29544337.7093094,"0.050545593928832"
"9","sp|P12111|CO6A3_HUMAN",71822304.4939722,67515768.278895,108900524.794844,107799861.086279,88852880.9862163,83570851.2446174,138055852.114022,36163934.0192395,37036965.9756492,93399111.5889313,95581755.4144588,59249611.5774384,59488824.4620858,"0.433301362469009"
"10","sp|Q01082|SPTB2_HUMAN",16614631.4585327,17353450.4813224,27483714.5343841,30389582.1575625,28844408.5834936,28773512.8257026,20694677.4277174,7172326.78499629,7254183.76107757,8096765.63338373,8856658.07051408,7859642.35210917,7402757.30413848,"0.429171114887865"
"11","sp|P01024|CO3_HUMAN",81372446.9858847,77548231.8384095,108161715.26435,112486811.568291,67673420.1381965,63439212.5781702,171544647.923859,15369671.9581768,15376954.6238186,40127025.719689,41038772.0495108,26400337.1314436,26809985.9122853,"0.354166492589478"
"12","sp|ALBU_HUMAN|;sp|Q92985|IRF7_HUMAN",5560014464.46961,5517854957.73299,4654500042.11343,4399685775.05009,3620679259.25671,3653155894.59432,4123450368.4221,1060260792.8368,1083000567.59153,1867982231.77863,1806407487.64941,1760022475.42958,1533904666.62329,"0.467673980449699"
"13","sp|Q13813|SPTN1_HUMAN",11969694.6536175,13138604.5547991,21277714.4782328,21166873.1445709,21582879.1498868,21702888.5135846,13614923.9696361,5983888.7422026,6038138.25282167,6658139.74802342,7061148.80584806,6592838.33616247,6555775.59762898,"0.442804342578563"
"14","sp|Q14204|DYHC1_HUMAN",10008930.964376,9173913.94365996,12336079.7893208,12599575.5786792,12304258.2069448,12373592.5462066,11162587.086307,10931370.9649065,10830005.6759153,10118237.0888009,9470485.85757941,8934465.23786769,8669895.9417838,"0.789435370529687"
"15","sp|P15924|DESP_HUMAN",2741193.0538379,2638788.76570198,1961414.39441239,1966659.56261426,1282026.46266139,1386434.45532691,3870425.96760173,23259984.8351018,22404057.5433057,2204809.58310926,2247320.14143228,8397053.79498843,8669895.9417838,"0.163165910810871"
"16","sp|P98160|PGBM_HUMAN",9443505.90959215,8997671.82877472,14406824.6070176,14136625.7388516,15229040.8954809,15025076.6632508,11970110.4501462,7065732.13223242,7139786.57811991,16085402.5514271,16661039.9346304,6651830.58274344,7336065.79689398,"0.65009297066028"
"17","sp|P02549|SPTA1_HUMAN",28519603.6059853,25759028.058213,16253809.6708723,15723962.9073955,7154759.6404685,6556429.50689189,66521961.7447102,1324848.89259309,1202336.98462406,1435864.621918,1478555.59683294,1933595.31826973,1920635.03937287,"0.502722461982329"
"18","sp|P11277|SPTB1_HUMAN",27996308.1269764,30368538.3423142,15662762.0464769,15270387.0542976,7302495.3680432,7107309.69937012,64699442.2448551,2971982.60362327,3303747.1499853,1419348.14268548,1327973.047752,2057463.88431155,2230250.09832396,"0.518092814280386"
"19","sp|P04114|APOB_HUMAN",23025001.0763918,23318699.084277,19209047.7928491,19503761.6832117,11900839.9050778,12177186.3153144,52169620.6833515,3340278.84462748,3381394.39022613,6265244.23199759,6141518.50693407,4364763.58375112,4403728.95106879,"0.456237046861528"
"20","sp|P02751|FINC_HUMAN",32575143.5683043,32944441.1481355,43737524.2052563,42182554.3381091,37921320.3755021,35549527.7914824,62649107.8075181,25643516.8500062,26620319.2949979,56904273.5421452,64714986.6934593,20690340.5508515,20274218.2023252,"0.627960108271304"
"21","sp|P35555|FBN1_HUMAN;sp|P35556|FBN2_HUMAN",6059910.37273121,5944082.3973975,19947857.3233433,19957337.5363097,14422204.2917468,13552029.9315596,14781839.3783556,5804096.25358441,5823311.68252752,27327888.2056503,28148388.5211388,6577493.73202917,6629650.93063221,"0.878514908896958"
"22","sp|TRFE_HUMAN|;sp|P02787|TRFE_HUMAN;sp|O95714|HERC2_HUMAN;sp|Q9Y4I1|MYO5A_HUMAN",249873591.226752,230475514.205063,165493334.8307,179918421.728852,169435686.784158,160071078.177117,284768671.852355,59506109.613476,57043541.346424,89075078.6449993,99966239.6077826,75237602.0030964,82030553.9107236,"0.426280443077357"
"23","sp|P02545|LMNA_HUMAN",73915486.4100078,105747588.870558,58070429.0968437,70153065.2791491,50225578.5824469,58529056.805866,142612150.863659,34355737.3182776,32903376.0230098,40732390.3318395,41564910.1527096,30632452.2441178,29210880.173087,"0.389239826617103"
"24","sp|P08670|VIME_HUMAN;sp|P41219|PERI_HUMAN",426485815.392257,460951028.410127,375315241.491051,382515636.112602,434683220.261739,402632773.328944,348556854.347283,244928462.221213,233134473.328863,298358273.131308,281483885.211388,302965700.923183,276769755.064637,"0.484267447135828"
"25","sp|P01023|A2MG_HUMAN",149139211.517538,149131215.073864,123381191.592531,125942895.210197,84213570.5147453,79642726.6267741,136461147.551649,22273695.7254862,21411995.9546722,28365656.1121939,29814492.5146018,27945395.0297215,26676602.8977963,"0.484465432269835"
"26","sp|P78527|PRKDC_HUMAN",2973797.3107829,2850019.25316094,3223867.29168779,3255396.27915424,2970954.57479076,2911114.34347695,2905089.24832086,8630029.70913671,8349851.70433163,5119959.0707473,5335624.5612486,6919172.32707047,6935916.75342704,"0.249494777774277"
"27","sp|O43707|ACTN4_HUMAN;sp|Q9H254|SPTN4_HUMAN",51806252.4218816,48399857.9830633,66049572.026181,75142399.6632266,73623840.0907354,79348117.2804358,43284838.121558,50382935.3495315,48776361.4411452,69271007.7617907,70064057.4093143,41044798.9499035,34679583.7671352,"0.54487774181333"
"28","sp|P16157|ANK1_HUMAN",33621734.5263221,34029031.8032182,20243381.1355409,18143034.1239179,9427575.76129166,8288479.13074795,67661036.4321196,1718281.51866912,1727144.2713475,1754409.12136968,1858141.92828154,2289816.35629999,2248149.56266867,"0.502355371745563"
"29","sp|P18206|VINC_HUMAN",19885228.2023384,20064927.119029,23641904.9758142,24795479.9693544,27735008.2533592,28184294.1330261,17392615.97835,10356035.6509641,10003287.6853874,15912441.2336698,16748729.6184969,8397053.79498843,8002980.86933889,"0.0578189576746987"
"30","sp|P26038|MOES_HUMAN",13213210.8449748,11451369.6881106,11570676.1167731,11157728.5830961,14220495.1408133,14534061.0860204,10914283.2183028,11588897.0379836,12152754.4607599,11761369.607495,9908934.27691179,9203170.95930732,9136736.49249523,"0.616916490977813"
"31","sp|P12814|ACTN1_HUMAN;sp|Q08043|ACTN3_HUMAN",24594887.5134185,26030175.7219836,33985238.402733,44752817.5056641,38324738.6773691,44486011.297076,30982831.4975362,34684500.3548161,31580627.2381652,51715434.0094268,49369292.016826,26265984.2707238,19340537.1009023,"0.934798258282216"
"32","sp|P13647|K2C5_HUMAN;sp|O95678|K2C75_HUMAN",36107388.0516144,36198213.1133835,49795762.3553087,54882678.2248516,31668336.6965629,31032184.4809625,38956354.3094022,1019165413.26948,1132603647.0232,97723144.5328633,84971303.6666152,373500952.801086,444832353.320753,"0.127160249786573"
"33","sp|P11021|GRP78_HUMAN",53245314.9891561,56669861.7280685,49500238.5431111,45811161.1628927,46897377.5920438,44387808.1816299,59004068.807808,63615647.5702077,63409269.8734887,92534305.0001449,102596930.123777,88001123.7714788,82030553.9107236,"0.806273161200348"
"34","sp|Q7Z406|MYH14_HUMAN",6804882.71136319,4547356.86623919,6038989.00854395,8255796.22220932,8822387.61622467,8122043.421258,4413277.27456325,3368872.37275204,3210002.36953231,4224588.14071257,4351211.73880043,3282279.62916864,3277237.7643629,"0.355369337892054"
"35","sp|P60709|ACTB_HUMAN",1125085279.86915,1072389010.21297,1270752392.45002,1492264556.69225,1260682193.33451,1473046731.69126,1232478811.77699,1109575248.31758,1124336467.11792,1089656301.87086,1104890016.7176,628099623.865135,673584223.169357,"0.163527931520356"
"36","sp|O75369|FLNB_HUMAN",4185903.85534519,4238907.99455239,6308074.52908099,6538186.09354984,6709162.80943328,6280452.4419097,4359468.60513995,8215178.05780695,7985246.47795959,4569390.59311748,4883979.21454478,4651964.15272813,4926388.41464411,"0.291792405472632"
"37","sp|Q00610|CLH1_HUMAN;sp|P53675|CLH2_HUMAN",21193466.8998606,20878370.110341,26597143.097791,24190712.1652238,22692279.4800212,26023825.5932122,26882162.6228623,22766840.280294,21660011.3518306,20495916.1542377,19642489.1860906,21765163.43661,23542102.0573052,"0.406276076706594"
"38","sp|Q15063|POSTN_HUMAN",14521449.5424971,12919205.8239576,10592007.3763306,12156604.5543026,4160037.38797915,4594589.40582667,4262855.326927,16273770.3086578,16451688.0115049,63303842.2991645,64276538.2741269,17734577.6150156,18807005.0429464,"0.918909399875467"
"39","sp|P02533|K1C14_HUMAN",6868760.09925421,7130864.72412077,8149078.40966439,7932266.20414241,5219402.78997781,4810838.00043218,9892365.19423316,129039491.841377,122354262.598127,7292157.92164199,4443072.64642597,15517755.4131386,16672876.8111227,"0.285556194651411"
"40","sp|P68371|TBB4B_HUMAN",121012079.520809,113475297.288022,117618477.254676,122465480.336446,128085310.842786,130610143.543292,89531270.4303804,138902382.937534,124834416.569711,102047177.476795,104350723.801106,98749352.629064,106706411.591185,"0.640524820406471"
"41","sp|TRFL_HUMAN|;sp|Q86TE4|LUZP2_HUMAN;sp|P08582|TRFM_HUMAN",40032104.1441812,34300179.4669888,35019571.7454248,36437260.1988684,18254678.1594837,16890935.8567264,86341861.3056341,84656481.9086744,84325235.0338442,14874673.3271261,15959522.4636986,21362104.8544506,19273845.5936578,"0.869697004906077"
"42","sp|Q9P2E9|RRBP1_HUMAN;sp|Q8N4C6|NIN_HUMAN",2978076.1710156,2920463.46908235,2960355.84968404,3027042.39104397,2421933.01247559,2310677.21462701,3142266.84892445,5556985.58479088,5431173.20293087,7674823.02478678,6941106.32178673,7926818.78246908,7669523.33311644,"0.465457238207535"
"43","sp|P46940|IQGA1_HUMAN;sp|Q86VI3|IQGA3_HUMAN",13213210.8449748,13038818.994653,11237362.746765,11575584.5545882,12001694.4805445,11980780.0844222,9338496.09167539,8005168.88452882,8432523.50338442,8228835.81085808,9733554.90917884,12024581.0344234,11404247.7388079,"0.53881783114693"
"44","sp|P14625|ENPL_HUMAN;sp|Q58FF3|ENPLL_HUMAN",22240057.8578785,21285091.605997,24528476.4124073,25551439.7245177,23499116.0837553,21801091.6290306,24376198.3105616,29342101.0110648,28935129.668476,51196550.0561549,52350741.2682862,52935027.1236071,57021238.6940396,"0.590081815806773"
"45","sp|P55072|TERA_HUMAN",9979163.89368467,10173547.6379541,9665155.73679027,10282791.2506558,11799985.329611,11391561.3917457,11959284.7549396,12082041.5927914,11987410.8626543,10896563.0187087,13241142.2638379,13032227.489822,12471311.8547198,"0.737347279587567"
"46","sp|P02538|K2C6A_HUMAN;sp|O95678|K2C75_HUMAN",30874433.2615254,31317555.1655115,44328571.8296517,49893343.8407742,30458081.7909618,29755543.9801634,29160311.9976812,945193730.048306,1058199027.87569,82761990.5468585,68924091.5190501,372157424.193887,438830117.668749,"0.119917272675055"
"47","sp|Q04695|K1C17_HUMAN",7475240.76134369,7437388.69007196,7357594.28341931,7232726.71608379,5999561.25164886,5618056.23256807,10983381.805719,45533680.560588,29844519.4580566,8734546.54674265,6476200.6875304,42589856.8481813,45683682.4624762,"0.0748457803721262"
"48","sp|P05787|K2C8_HUMAN;sp|O95678|K2C75_HUMAN",55076849.1656872,47586414.9917513,57183857.6602507,69548297.4750185,68883675.0437976,73259524.1227786,41917948.4966667,484103571.303002,463788792.686143,81118858.0281644,65504193.8482576,157864611.345783,178066324.34279,"0.147497199531964"
"49","sp|P11142|HSP7C_HUMAN",35322444.8331011,31724276.6611675,31473285.9990527,28726470.6962033,31970900.4229632,31130387.5964086,34855685.4347283,45451489.8014533,42245289.3159749,53358566.5281209,80148371.0539591,36073743.1032703,39814829.824961,"0.799034711968461"
"50","sp|P0C0L4|CO4A_HUMAN",9265294.26419278,9543134.28304533,19061285.8867502,19050185.8301138,9013421.98001941,6921685.04514623,25287458.0604891,2221560.58859387,2333825.99010202,6369099.11641654,6732562.87959519,2927523.42425646,2991430.91792058,"0.128518575634666"
"51","sp|P24821|TENA_HUMAN",1166004.12769526,1526201.4595134,2157215.43386397,2331552.30422441,1873009.011834,1459028.96759251,1281284.67177983,7593592.5694707,6871455.51722878,18074457.7056358,21659351.9150196,7926818.78246908,7135991.27516051,"0.943624367318367"
"52","sp|P08238|HS90B_HUMAN;sp|Q58FF7|H90B3_HUMAN",22240057.8578785,22098534.597309,15958285.8586746,18143034.1239179,20876897.1216195,21310076.0518002,18988123.6248282,37561176.9245283,34639483.8031183,27327888.2056503,29463733.7791359,28415630.0422409,26209762.3470849,"0.514862623534661"
"53","sp|P02671|FIBA_HUMAN",23025001.0763918,24674437.4031303,86736238.8800185,107799861.086279,32475173.300297,32701637.443546,205261258.671178,9287555.78221379,8763210.69959557,15652999.2570339,15345694.6766333,29221747.2065597,28077124.5499306,"0.969587433708624"
"54","sp|P07437|TBB5_HUMAN",172687508.072939,166755813.218958,184702382.623549,193525697.321791,194649330.650848,191496075.119864,137144592.364094,235065571.125057,214946677.53725,173826124.346067,176256264.571617,157192847.042183,159392702.314333,"0.868469725359843"
"55","sp|P13639|EF2_HUMAN",12706892.6346502,13334362.8806992,10295566.6468337,10524838.2823157,12707676.5088119,11784373.8535301,9757032.62137845,26383233.6822179,24305508.9215198,20755358.1308736,21220903.4956872,24788102.8028059,24609166.1732171,"0.376761206925586"
"56","sp|P07900|HS90A_HUMAN;sp|Q58FF7|H90B3_HUMAN;sp|Q14568|HS902_HUMAN;sp|Q58FG0|HS905_HUMAN",26164773.9504452,24810011.2350156,18174714.4501572,20713297.2914729,22389715.7536209,21506482.2826924,28704682.1227174,32547540.6173156,33895437.6116433,19804070.8832086,20344006.6570224,26265984.2707238,24142325.6225057,"0.703592287158714"
"57","sp|P08603|CFAH_HUMAN;sp|Q02985|FHR3_HUMAN",17399574.6770461,15997712.1624691,25267285.9429015,21166873.1445709,12606821.9333451,12275389.4307605,35311315.309692,4767573.59525542,4997114.48217105,12107292.2430096,12364245.4251731,6919172.32707047,8002980.86933889,"0.194467713808948"
"58","sp|P08727|K1C19_HUMAN",22632529.4671351,21556239.2697677,29404619.313669,29633622.4023992,24003388.9610891,23077732.1298297,22781493.7481884,115067062.788489,102513030.825458,27241407.5467716,25430008.321278,29356100.0672796,30811476.3469547,"0.270829915266297"
"59","sp|P49327|FAS_HUMAN",5622726.4942607,6074432.1275696,4332801.43910702,4534182.203698,3257041.06793285,2985345.43324818,2619898.02304432,7299196.41038593,7035650.66681033,2761855.66531863,2833397.89228786,5374335.69250362,5555868.71776491,"0.79675314710809"
"60","sp|P07355|ANXA2_HUMAN;sp|A6NMY6|AXA2L_HUMAN",146522734.122493,136929570.204185,236419049.758142,228299846.0593,194649330.650848,195424199.737707,106845205.679004,78574365.7327114,82341111.8565773,91669498.4113585,85058993.3504817,106138759.968654,107373326.66363,"0.613573436716839"
"61","sp|P07237|PDIA1_HUMAN",26949717.1689586,28199357.0321489,17879190.6379595,20410913.3894076,19666642.2160184,19149607.5119864,20092212.0706185,41341951.8447216,41997273.9188165,29749346.6542522,30428320.3016672,36745507.4068694,39481372.2887385,"0.0727104960929826"
"62","sp|P08729|K2C7_HUMAN;sp|Q5XKE5|K2C79_HUMAN;sp|Q14CN4|K2C72_HUMAN",51544604.6823771,46637398.168554,57331619.5663495,66070882.6012676,71203330.2795331,72964914.7764404,34400055.5597645,461912066.33665,441467406.94189,79994609.4627421,64188848.5902604,139055210.845008,160059617.386778,"0.157221089282989"
"63","sp|P04259|K2C6B_HUMAN;sp|O95678|K2C75_HUMAN;sp|Q5XKE5|K2C79_HUMAN",29827842.3035076,30232964.5104289,42703190.8625645,47927848.4773497,29247826.8853606,28478903.4793643,27109977.5603442,895879274.567525,1008595948.44402,80254051.439378,66293401.0030558,343943323.442726,415488090.133177,"0.122060850307532"
"64","sp|P52272|HNRPM_HUMAN",3688755.59241517,3271829.19169224,3770979.55346181,3849911.66939399,4125133.74340747,3805439.36260329,3067107.77362723,6667974.43772817,7258788.28514649,5100105.48536285,5436741.74724886,7658113.06102945,8336438.40556134,"0.168492910381826"
"65","sp|P02675|FIBB_HUMAN",23809944.2949052,22776403.7567357,79495905.4811754,85272260.382414,27533299.1024257,30737575.1346243,122336621.427772,9945081.85529087,9093897.89580673,21966087.3551746,19730178.8699571,26870572.143963,29677720.7237984,"0.944108307812403"
"66","sp|P10809|CH60_HUMAN",15306392.7610105,14370826.1798451,10694941.0271172,11996548.8042938,10690584.9994766,9692322.95287256,9105958.71456626,19479209.9149086,22486729.3423585,12539695.5374028,11575038.2703748,20220105.5383321,19740686.1443693,"0.25318088006057"
"67","sp|P30101|PDIA3_HUMAN",20277699.8115951,18980336.4639464,15958285.8586746,16933498.5156567,16943568.6784158,14926873.5478048,15164872.2804914,26383233.6822179,26868334.6921562,22052568.0140532,21922420.966619,22839986.3223685,22341654.9269044,"0.171192178258621"
"68","sp|Q05707|COEA1_HUMAN",2285441.10150931,2383698.89634886,8774168.27161776,9267905.90091239,7036999.74037834,6270150.60317288,9429444.92232906,1079190.14575119,1042314.9925449,12193772.9018883,12276555.7413066,4507362.97133607,4594195.73954433,"0.955822793642401"
"69","sp|O60437|PEPL_HUMAN",3278881.99085633,3406836.61237681,4217615.67988912,4307827.8109971,4679446.66321251,4060183.76112146,2324091.08414544,1462504.88801038,1396858.86504005,939602.59418523,973793.851647532,1209902.86147349,1273723.17218613,"0.555007238888093"
"70","sp|P00558|PGK1_HUMAN;sp|P07205|PGK2_HUMAN",90660941.7382928,96528568.3023559,71664524.4579369,71362600.8874103,76750331.930205,73848742.8154551,87025306.1180797,165203425.860617,174437496.001384,85702332.9487323,88566580.7051408,83970537.9498843,96702685.5045116,"0.40033958914634"
"71","sp|Q13509|TBB3_HUMAN",99426141.0116919,91105615.0269427,106388572.391164,114452306.931715,106905849.994766,104095302.372849,87253121.0555616,116710877.971182,107473338.768625,111560049.953446,108735207.99443,88672888.0750779,82030553.9107236,"0.59266139427872"
"72","sp|P08779|K1C16_HUMAN",7137296.03732784,7026455.50927268,7831309.11933972,7641575.67958375,5111400.30078234,4643833.38359992,10754802.6015193,115888970.379836,108300056.759153,6725645.77547738,4117984.30388862,17734577.6150156,19207154.0864133,"0.260021649190529"
"73","sp|P20700|LMNB1_HUMAN",2318845.90651128,2135613.48155782,1895002.31514673,1762406.95058249,1929090.68511874,1953609.72938468,2003176.86305853,4097833.92605648,3994077.27719528,3099452.75072571,3378675.23796158,3668096.20757574,3413153.54356379,"0.419189476801393"
"74","sp|P14618|KPYM_HUMAN",38331393.8374023,34300179.4669888,23937428.7880119,22829984.60593,24911080.1402899,24354372.6306288,25059643.1230072,40520044.2533752,37698340.3680715,35630031.4579997,37443495.0109852,50986910.6431698,53153131.2738591,"0.246051687156365"
"75","sp|Q9BVA1|TBB2B_HUMAN;sp|Q13885|TBB2A_HUMAN",150447450.21506,140996785.160745,152194763.281804,158751548.584281,168427141.029491,166945296.258343,117324692.80317,184929208.052929,163690162.124521,137504247.617038,135042113.154373,130322274.89822,133383014.488982,"0.800865448684011"
"76","sp|P00738|HPT_HUMAN",260339500.80693,214206654.378824,369404765.247097,356813004.437052,63134964.2421923,74928977.085362,284768671.852355,46273397.3927997,45138802.2828225,43586252.0748346,50509257.9070902,58309141.5523997,67358422.3169357,"0.507408853422393"
"77","sp|P01009|A1AT_HUMAN",121927846.609075,131506616.928771,159582858.586746,166311146.135914,63639237.1195261,65403274.8870919,102061091.991884,21451788.1341398,21246652.3565666,26463081.6168639,27446871.050207,40171505.3552247,39214606.2597606,"0.523651253071987"
"78","sp|P06733|ENOA_HUMAN",42386933.7997213,44061495.3627327,32212095.5295469,32506269.4720195,26625607.9232249,25532810.0159818,32805350.9973913,61807450.8692458,57704915.7388463,38137970.5654803,38232702.1657835,47493736.2644546,47484353.1580774,"0.246150591523487"
"79","sp|P13667|PDIA4_HUMAN",4468945.91040378,4582733.18062137,4045593.69653697,4034391.36934323,3958859.26059056,3464466.88875137,3891953.49275508,6649943.09447282,6382775.12630251,9685833.79440769,10873520.799443,10412346.7057857,10470566.637385,"0.659398607065776"
"80","sp|P05164|PERM_HUMAN",17792046.2863028,17082302.8175518,18913523.9806514,18294226.0749505,7103556.7639045,7452266.11845477,33944425.6848007,65095081.2346312,65972095.6441252,6999092.66696912,7080164.17875239,18607871.2096944,18540239.0139684,"0.407795056077661"
"81","sp|P08107|HSP71_HUMAN;sp|P34931|HS71L_HUMAN",49189775.0268371,44468216.8583887,62798810.0920066,56394597.7351781,61622145.6101909,49003354.6075959,54903399.9331341,54656854.8245325,46048192.0724032,41078312.967354,67257987.5255871,59921375.8810375,68025337.3893806,"0.884678311440286"
"82","sp|Q9UPN3|MACF1_HUMAN",1381586.1937864,1234194.24056878,2366290.56514947,2490967.80923781,2073551.40442323,2043389.87916427,1540176.9869199,1254695.07205027,1091540.62643753,1023280.2289762,1037894.65453381,632938.372977941,684267.585733482,"0.27195822182337"
"83","sp|P53621|COPA_HUMAN",3765657.81916935,3233795.83221012,3779093.16120332,3946532.43239506,3685634.06766373,3658851.60851208,3351897.09918181,4094367.59489877,3962162.87744936,5960431.47316126,6715037.58592051,5120547.23233556,5316350.05094204,"0.925907296220305"
"84","sp|P15311|EZRI_HUMAN",7564371.29405589,9348134.36936249,9895867.33664106,9559517.59720686,11295712.4522772,10016717.7755006,8698238.12959039,7301369.99185998,7925124.36943788,6516410.88216867,6303287.29576506,5891707.12448023,6277154.93782474,"0.682636691038966"
"85","sp|P19012|K1C15_HUMAN;sp|K1C15_SHEEP|",8664994.69896471,8661906.09486687,10180928.341045,9458397.45548207,6782918.90113737,6591083.67170641,15572556.6428922,134792844.980802,131448160.493934,11415446.9719805,8759442.38006668,18675047.6400543,19540611.6226358,"0.28043561694367"
"86","sp|Q99715|COCA1_HUMAN",1098136.04164637,964946.034376473,2624367.03758881,2571533.4037078,1942289.11797468,1931652.145199,1608686.42577129,3627230.61186757,3177112.87823795,4379507.91357337,4172420.26111751,1079392.24670453,1117171.87020784,"0.940139480367115"
"87","sp|Q05682|CALD1_HUMAN",7381654.36108653,6875720.98721703,9089540.50624169,8302926.10527175,9131651.49834623,9101114.64838259,5325538.80878427,4690662.2946031,4409930.89316892,11328966.3131018,11311969.2187754,2721406.85762027,2861124.12056316,"0.381658681538216"
"88","sp|P29401|TKT_HUMAN",27996308.1269764,29148373.8553462,13321525.243928,13494808.150571,17548696.1312164,16399920.279496,31210646.4350181,27533904.3101028,23809478.1272031,18160938.3645144,16748729.6184969,31169863.6869971,31078242.3759327,"0.80785943079399"
"89","sp|P68133|ACTS_HUMAN;sp|P62736|ACTA_HUMAN",1068831015.87569,1020870954.09655,1269274773.38903,1466561925.0167,1220340363.14781,1433765485.51283,1239313259.90145,1084918020.57719,1091267747.49681,1055064038.31941,1069814143.17101,597198465.899577,644239959.981781,"0.184296400759592"
"90","sp|P63267|ACTH_HUMAN",1003419080.99958,972064374.617826,1182095248.79071,1380382512.92809,1159827617.86775,1374843616.24518,1143630986.15906,1010946337.35601,1016863128.3493,1020471774.76795,1034738269.62442,527334978.325274,574213877.375065,"0.18856403152146"
"91","sp|P13796|PLSL_HUMAN",23286648.8158963,24810011.2350156,15958285.8586746,16328730.7115261,16741859.5274823,17971170.1266334,14980127.5840162,22849031.0394286,24801539.7158365,20582396.8131163,22097800.334352,14510108.95774,15805887.2169443,"0.18629097530487"
"92","sp|P68032|ACTC_HUMAN;sp|P62736|ACTA_HUMAN",1050515674.11038,1005957832.58916,1216080487.19344,1418180500.68625,1210254905.60113,1423945173.96822,1180081376.15616,1060260792.8368,1083000567.59153,1046415972.43154,1069814143.17101,581076122.6132,627567083.170658,"0.191243361612956"
"93","sp|P07951|TPM2_HUMAN",3906284.99260856,3948710.45172071,3727927.07857275,3851765.7211703,5419390.58930782,5971743.86904234,2326661.96888047,1980393.4072886,1823873.1135354,3431638.07886491,2878407.21639317,1582139.39934942,1527824.94877817,"0.202312066869292"
"94","sp|P04350|TBB4A_HUMAN;sp|A6NNZ2|TBB8L_HUMAN",112246880.24741,106832179.525641,111264715.292426,113998731.078617,120016944.805445,122753894.307605,82241192.4309602,130683307.02407,116567236.664432,98587951.1216497,99966239.6077826,90016416.682276,97369600.5769565,"0.530316189021206"
"95","sp|P06576|ATPB_HUMAN",34799149.3540922,34842474.7945302,28518047.8770759,32657461.4230522,23095697.7818882,23470544.5916141,26198717.8104167,28273621.1423146,28439098.8741592,26636042.9346211,26657663.8954087,31035510.8262773,29410954.6948204,"0.673113531686045"
"96","sp|Q01518|CAP1_HUMAN",4495692.59415984,4607679.00158674,3767457.86859518,4232851.96136329,4099483.42040847,3944411.6173065,4245788.79414418,4224892.14800585,4279128.28864538,3991828.47070455,3966495.28988452,4674858.42768269,4648359.69465295,"0.819047679589927"
"97","sp|P00450|CERU_HUMAN",13213210.8449748,13304282.9071908,17140381.1074653,15572770.9563628,7881881.03686446,8885017.47807094,20031826.8327455,5239393.05323095,4567144.64824196,5528589.26268845,7073182.63040615,6548022.00654642,7202682.782405,"0.415749779939065"
"98","sp|O75083|WDR1_HUMAN",8159243.519847,7322266.52728571,5381870.43245222,6449008.64485894,8023478.44131853,8218196.63505195,6660352.5734458,10273844.8918294,10499318.4797041,6464457.41965856,6107538.40367708,8128348.0735488,7736214.84036093,"0.65615014363898"
